cmtuqgwtb00g64gyxehji4f91	nameRu	生物科学
cmtuqgwtf00g74gyx9nzvb0nk	nameRu	生态学
cmtuqgwth00g84gyxwz88f99u	nameRu	环境科学
cmtuqgwtl00g94gyx4ciybi0x	nameRu	环境工程
cmtuqgwto00ga4gyx6jtv72qu	nameRu	农业资源与环境
cmtuqgwts00gb4gyx4ds3200j	nameRu	农学
cmtuqgwtv00gc4gyx2jxckhs9	nameRu	园艺
cmtuqgwty00gd4gyxehd55p4p	nameRu	植物保护
cmtuqgwu100ge4gyx8d7vtzod	nameRu	茶学
cmtuqgwu400gf4gyx8j1051kl	nameRu	园林
cmtuqgwu700gg4gyx9gv3eij6	nameRu	动物科学
cmtuqgwub00gh4gyxrm6h6bxw	nameRu	动物医学
cmtuqgwuf00gi4gyxqnsbvg5l	nameRu	食品科学与工程
cmtuqgwui00gj4gyxrqw40nxo	nameRu	农业工程
cmtuqgwul00gk4gyxwxj1u8th	nameRu	临床医学
cmtuqgwup00gl4gyx9zlugq9j	nameRu	预防医学
cmtuqgwus00gm4gyxf2n8wpho	nameRu	口腔医学
cmtuqgwuv00gn4gyxgqzu01qo	nameRu	药学
cmtuqgwuy00go4gyx8crrm5xd	nameRu	汉语言(国际学生)
cmtuqgwv200gp4gyxgnp8x5bp	nameRu	临床医学(英文授课)
cmtuqgwv600gq4gyxzoebypxp	nameRu	生物医学工程(英文授课)
cmtuqgwva00gr4gyx2li6zwu3	nameRu	传播学(全球传播与管理)(英文授课)
cmtuqgwvd00gs4gyxswpc9zoz	nameRu	生物医学(中外合作办学双学位)(英文授课)
cmtuqgwvg00gt4gyx5060fu37	nameRu	生物信息学(中外合作办学双学位)(英文授课)
cmtuqgwb500br4gyx0ow4o6g4	requirementsRu	非中国籍公民,符合教育部教外函〔2020〕12号文件要求(父母一方为中国公民或本人从中国大陆/港澳台移民取得外国国籍的,须入籍4年以上且近4年内在国外实际居住2年以上);身心健康;年龄原则上18至30岁(以2026年9月1日为准),未满18周岁须提交监护人保证书。语言要求:中文授课须新HSK4级180分(含)以上,母语为汉语或高中阶段使用汉语授课者经认定可免;英文授课须TOEFL 80+、TOEFL Essential 8+或IELTS 6.0+,母语为英语或上一学历英语授课者经认定可免。申请材料须含CSCA考试成绩;材料评审通过后须参加面试和笔试,CSCA成绩特别优秀者经评审可免面试。另须个人经济能力证明(5000美元或以上)、6个月内体检报告。汉语言专业插班:HSK4级180分以上且学习汉语言一年以上成绩优秀者可申请插入二年级,HSK5级180分以上者可申请插入三年级。学费:中文授课文科20000元/年、理工24000元/年、医学30000元/年;英文授课文科23000元/年、理工28000元/年、医学40000元/年。申请费800元(在线缴纳);医疗保险800-1500元/年(所有留学生必须在校购买);住宿9600-28000元/年;另体检约500元、居留许可400元/年、教材至少500元/年。本科学制四至六年(临床医学中文授课5年、英文授课MBBS6年,口腔医学、预防医学5年)。
cmtuqgwb900bs4gyxep9h3z13	requirementsRu	非中国籍公民,符合教育部教外函〔2020〕12号文件要求(父母一方为中国公民或本人从中国大陆/港澳台移民取得外国国籍的,须入籍4年以上且近4年内在国外实际居住2年以上);身心健康;年龄原则上18至30岁(以2026年9月1日为准),未满18周岁须提交监护人保证书。语言要求:中文授课须新HSK4级180分(含)以上,母语为汉语或高中阶段使用汉语授课者经认定可免;英文授课须TOEFL 80+、TOEFL Essential 8+或IELTS 6.0+,母语为英语或上一学历英语授课者经认定可免。申请材料须含CSCA考试成绩;材料评审通过后须参加面试和笔试,CSCA成绩特别优秀者经评审可免面试。另须个人经济能力证明(5000美元或以上)、6个月内体检报告。汉语言专业插班:HSK4级180分以上且学习汉语言一年以上成绩优秀者可申请插入二年级,HSK5级180分以上者可申请插入三年级。学费:中文授课文科20000元/年、理工24000元/年、医学30000元/年;英文授课文科23000元/年、理工28000元/年、医学40000元/年。申请费800元(在线缴纳);医疗保险800-1500元/年(所有留学生必须在校购买);住宿9600-28000元/年;另体检约500元、居留许可400元/年、教材至少500元/年。本科学制四至六年(临床医学中文授课5年、英文授课MBBS6年,口腔医学、预防医学5年)。
cmtuqgwbd00bt4gyx14kjlwlb	requirementsRu	非中国籍公民,符合教育部教外函〔2020〕12号文件要求(父母一方为中国公民或本人从中国大陆/港澳台移民取得外国国籍的,须入籍4年以上且近4年内在国外实际居住2年以上);身心健康;年龄原则上18至30岁(以2026年9月1日为准),未满18周岁须提交监护人保证书。语言要求:中文授课须新HSK4级180分(含)以上,母语为汉语或高中阶段使用汉语授课者经认定可免;英文授课须TOEFL 80+、TOEFL Essential 8+或IELTS 6.0+,母语为英语或上一学历英语授课者经认定可免。申请材料须含CSCA考试成绩;材料评审通过后须参加面试和笔试,CSCA成绩特别优秀者经评审可免面试。另须个人经济能力证明(5000美元或以上)、6个月内体检报告。汉语言专业插班:HSK4级180分以上且学习汉语言一年以上成绩优秀者可申请插入二年级,HSK5级180分以上者可申请插入三年级。学费:中文授课文科20000元/年、理工24000元/年、医学30000元/年;英文授课文科23000元/年、理工28000元/年、医学40000元/年。申请费800元(在线缴纳);医疗保险800-1500元/年(所有留学生必须在校购买);住宿9600-28000元/年;另体检约500元、居留许可400元/年、教材至少500元/年。本科学制四至六年(临床医学中文授课5年、英文授课MBBS6年,口腔医学、预防医学5年)。
cmtuqgwbg00bu4gyxm7bpar8p	requirementsRu	非中国籍公民,符合教育部教外函〔2020〕12号文件要求(父母一方为中国公民或本人从中国大陆/港澳台移民取得外国国籍的,须入籍4年以上且近4年内在国外实际居住2年以上);身心健康;年龄原则上18至30岁(以2026年9月1日为准),未满18周岁须提交监护人保证书。语言要求:中文授课须新HSK4级180分(含)以上,母语为汉语或高中阶段使用汉语授课者经认定可免;英文授课须TOEFL 80+、TOEFL Essential 8+或IELTS 6.0+,母语为英语或上一学历英语授课者经认定可免。申请材料须含CSCA考试成绩;材料评审通过后须参加面试和笔试,CSCA成绩特别优秀者经评审可免面试。另须个人经济能力证明(5000美元或以上)、6个月内体检报告。汉语言专业插班:HSK4级180分以上且学习汉语言一年以上成绩优秀者可申请插入二年级,HSK5级180分以上者可申请插入三年级。学费:中文授课文科20000元/年、理工24000元/年、医学30000元/年;英文授课文科23000元/年、理工28000元/年、医学40000元/年。申请费800元(在线缴纳);医疗保险800-1500元/年(所有留学生必须在校购买);住宿9600-28000元/年;另体检约500元、居留许可400元/年、教材至少500元/年。本科学制四至六年(临床医学中文授课5年、英文授课MBBS6年,口腔医学、预防医学5年)。
cmtuqgwbj00bv4gyx5611urcw	requirementsRu	非中国籍公民,符合教育部教外函〔2020〕12号文件要求(父母一方为中国公民或本人从中国大陆/港澳台移民取得外国国籍的,须入籍4年以上且近4年内在国外实际居住2年以上);身心健康;年龄原则上18至30岁(以2026年9月1日为准),未满18周岁须提交监护人保证书。语言要求:中文授课须新HSK4级180分(含)以上,母语为汉语或高中阶段使用汉语授课者经认定可免;英文授课须TOEFL 80+、TOEFL Essential 8+或IELTS 6.0+,母语为英语或上一学历英语授课者经认定可免。申请材料须含CSCA考试成绩;材料评审通过后须参加面试和笔试,CSCA成绩特别优秀者经评审可免面试。另须个人经济能力证明(5000美元或以上)、6个月内体检报告。汉语言专业插班:HSK4级180分以上且学习汉语言一年以上成绩优秀者可申请插入二年级,HSK5级180分以上者可申请插入三年级。学费:中文授课文科20000元/年、理工24000元/年、医学30000元/年;英文授课文科23000元/年、理工28000元/年、医学40000元/年。申请费800元(在线缴纳);医疗保险800-1500元/年(所有留学生必须在校购买);住宿9600-28000元/年;另体检约500元、居留许可400元/年、教材至少500元/年。本科学制四至六年(临床医学中文授课5年、英文授课MBBS6年,口腔医学、预防医学5年)。
cmtuqgwbn00bw4gyx5za72h2t	requirementsRu	非中国籍公民,符合教育部教外函〔2020〕12号文件要求(父母一方为中国公民或本人从中国大陆/港澳台移民取得外国国籍的,须入籍4年以上且近4年内在国外实际居住2年以上);身心健康;年龄原则上18至30岁(以2026年9月1日为准),未满18周岁须提交监护人保证书。语言要求:中文授课须新HSK4级180分(含)以上,母语为汉语或高中阶段使用汉语授课者经认定可免;英文授课须TOEFL 80+、TOEFL Essential 8+或IELTS 6.0+,母语为英语或上一学历英语授课者经认定可免。申请材料须含CSCA考试成绩;材料评审通过后须参加面试和笔试,CSCA成绩特别优秀者经评审可免面试。另须个人经济能力证明(5000美元或以上)、6个月内体检报告。汉语言专业插班:HSK4级180分以上且学习汉语言一年以上成绩优秀者可申请插入二年级,HSK5级180分以上者可申请插入三年级。学费:中文授课文科20000元/年、理工24000元/年、医学30000元/年;英文授课文科23000元/年、理工28000元/年、医学40000元/年。申请费800元(在线缴纳);医疗保险800-1500元/年(所有留学生必须在校购买);住宿9600-28000元/年;另体检约500元、居留许可400元/年、教材至少500元/年。本科学制四至六年(临床医学中文授课5年、英文授课MBBS6年,口腔医学、预防医学5年)。
cmtuqgwbr00bx4gyxh1vysigq	requirementsRu	非中国籍公民,符合教育部教外函〔2020〕12号文件要求(父母一方为中国公民或本人从中国大陆/港澳台移民取得外国国籍的,须入籍4年以上且近4年内在国外实际居住2年以上);身心健康;年龄原则上18至30岁(以2026年9月1日为准),未满18周岁须提交监护人保证书。语言要求:中文授课须新HSK4级180分(含)以上,母语为汉语或高中阶段使用汉语授课者经认定可免;英文授课须TOEFL 80+、TOEFL Essential 8+或IELTS 6.0+,母语为英语或上一学历英语授课者经认定可免。申请材料须含CSCA考试成绩;材料评审通过后须参加面试和笔试,CSCA成绩特别优秀者经评审可免面试。另须个人经济能力证明(5000美元或以上)、6个月内体检报告。汉语言专业插班:HSK4级180分以上且学习汉语言一年以上成绩优秀者可申请插入二年级,HSK5级180分以上者可申请插入三年级。学费:中文授课文科20000元/年、理工24000元/年、医学30000元/年;英文授课文科23000元/年、理工28000元/年、医学40000元/年。申请费800元(在线缴纳);医疗保险800-1500元/年(所有留学生必须在校购买);住宿9600-28000元/年;另体检约500元、居留许可400元/年、教材至少500元/年。本科学制四至六年(临床医学中文授课5年、英文授课MBBS6年,口腔医学、预防医学5年)。
cmtuqgwbv00by4gyxe95wz2r8	requirementsRu	非中国籍公民,符合教育部教外函〔2020〕12号文件要求(父母一方为中国公民或本人从中国大陆/港澳台移民取得外国国籍的,须入籍4年以上且近4年内在国外实际居住2年以上);身心健康;年龄原则上18至30岁(以2026年9月1日为准),未满18周岁须提交监护人保证书。语言要求:中文授课须新HSK4级180分(含)以上,母语为汉语或高中阶段使用汉语授课者经认定可免;英文授课须TOEFL 80+、TOEFL Essential 8+或IELTS 6.0+,母语为英语或上一学历英语授课者经认定可免。申请材料须含CSCA考试成绩;材料评审通过后须参加面试和笔试,CSCA成绩特别优秀者经评审可免面试。另须个人经济能力证明(5000美元或以上)、6个月内体检报告。汉语言专业插班:HSK4级180分以上且学习汉语言一年以上成绩优秀者可申请插入二年级,HSK5级180分以上者可申请插入三年级。学费:中文授课文科20000元/年、理工24000元/年、医学30000元/年;英文授课文科23000元/年、理工28000元/年、医学40000元/年。申请费800元(在线缴纳);医疗保险800-1500元/年(所有留学生必须在校购买);住宿9600-28000元/年;另体检约500元、居留许可400元/年、教材至少500元/年。本科学制四至六年(临床医学中文授课5年、英文授课MBBS6年,口腔医学、预防医学5年)。
cmtuqgwbz00bz4gyxkgoefqd4	requirementsRu	非中国籍公民,符合教育部教外函〔2020〕12号文件要求(父母一方为中国公民或本人从中国大陆/港澳台移民取得外国国籍的,须入籍4年以上且近4年内在国外实际居住2年以上);身心健康;年龄原则上18至30岁(以2026年9月1日为准),未满18周岁须提交监护人保证书。语言要求:中文授课须新HSK4级180分(含)以上,母语为汉语或高中阶段使用汉语授课者经认定可免;英文授课须TOEFL 80+、TOEFL Essential 8+或IELTS 6.0+,母语为英语或上一学历英语授课者经认定可免。申请材料须含CSCA考试成绩;材料评审通过后须参加面试和笔试,CSCA成绩特别优秀者经评审可免面试。另须个人经济能力证明(5000美元或以上)、6个月内体检报告。汉语言专业插班:HSK4级180分以上且学习汉语言一年以上成绩优秀者可申请插入二年级,HSK5级180分以上者可申请插入三年级。学费:中文授课文科20000元/年、理工24000元/年、医学30000元/年;英文授课文科23000元/年、理工28000元/年、医学40000元/年。申请费800元(在线缴纳);医疗保险800-1500元/年(所有留学生必须在校购买);住宿9600-28000元/年;另体检约500元、居留许可400元/年、教材至少500元/年。本科学制四至六年(临床医学中文授课5年、英文授课MBBS6年,口腔医学、预防医学5年)。
cmtuqgwc300c04gyx4kwn1p0t	requirementsRu	非中国籍公民,符合教育部教外函〔2020〕12号文件要求(父母一方为中国公民或本人从中国大陆/港澳台移民取得外国国籍的,须入籍4年以上且近4年内在国外实际居住2年以上);身心健康;年龄原则上18至30岁(以2026年9月1日为准),未满18周岁须提交监护人保证书。语言要求:中文授课须新HSK4级180分(含)以上,母语为汉语或高中阶段使用汉语授课者经认定可免;英文授课须TOEFL 80+、TOEFL Essential 8+或IELTS 6.0+,母语为英语或上一学历英语授课者经认定可免。申请材料须含CSCA考试成绩;材料评审通过后须参加面试和笔试,CSCA成绩特别优秀者经评审可免面试。另须个人经济能力证明(5000美元或以上)、6个月内体检报告。汉语言专业插班:HSK4级180分以上且学习汉语言一年以上成绩优秀者可申请插入二年级,HSK5级180分以上者可申请插入三年级。学费:中文授课文科20000元/年、理工24000元/年、医学30000元/年;英文授课文科23000元/年、理工28000元/年、医学40000元/年。申请费800元(在线缴纳);医疗保险800-1500元/年(所有留学生必须在校购买);住宿9600-28000元/年;另体检约500元、居留许可400元/年、教材至少500元/年。本科学制四至六年(临床医学中文授课5年、英文授课MBBS6年,口腔医学、预防医学5年)。
cmtuqgwc700c14gyxv724qd9m	requirementsRu	非中国籍公民,符合教育部教外函〔2020〕12号文件要求(父母一方为中国公民或本人从中国大陆/港澳台移民取得外国国籍的,须入籍4年以上且近4年内在国外实际居住2年以上);身心健康;年龄原则上18至30岁(以2026年9月1日为准),未满18周岁须提交监护人保证书。语言要求:中文授课须新HSK4级180分(含)以上,母语为汉语或高中阶段使用汉语授课者经认定可免;英文授课须TOEFL 80+、TOEFL Essential 8+或IELTS 6.0+,母语为英语或上一学历英语授课者经认定可免。申请材料须含CSCA考试成绩;材料评审通过后须参加面试和笔试,CSCA成绩特别优秀者经评审可免面试。另须个人经济能力证明(5000美元或以上)、6个月内体检报告。汉语言专业插班:HSK4级180分以上且学习汉语言一年以上成绩优秀者可申请插入二年级,HSK5级180分以上者可申请插入三年级。学费:中文授课文科20000元/年、理工24000元/年、医学30000元/年;英文授课文科23000元/年、理工28000元/年、医学40000元/年。申请费800元(在线缴纳);医疗保险800-1500元/年(所有留学生必须在校购买);住宿9600-28000元/年;另体检约500元、居留许可400元/年、教材至少500元/年。本科学制四至六年(临床医学中文授课5年、英文授课MBBS6年,口腔医学、预防医学5年)。
cmtuqgwcb00c24gyxbvu86btl	requirementsRu	非中国籍公民,符合教育部教外函〔2020〕12号文件要求(父母一方为中国公民或本人从中国大陆/港澳台移民取得外国国籍的,须入籍4年以上且近4年内在国外实际居住2年以上);身心健康;年龄原则上18至30岁(以2026年9月1日为准),未满18周岁须提交监护人保证书。语言要求:中文授课须新HSK4级180分(含)以上,母语为汉语或高中阶段使用汉语授课者经认定可免;英文授课须TOEFL 80+、TOEFL Essential 8+或IELTS 6.0+,母语为英语或上一学历英语授课者经认定可免。申请材料须含CSCA考试成绩;材料评审通过后须参加面试和笔试,CSCA成绩特别优秀者经评审可免面试。另须个人经济能力证明(5000美元或以上)、6个月内体检报告。汉语言专业插班:HSK4级180分以上且学习汉语言一年以上成绩优秀者可申请插入二年级,HSK5级180分以上者可申请插入三年级。学费:中文授课文科20000元/年、理工24000元/年、医学30000元/年;英文授课文科23000元/年、理工28000元/年、医学40000元/年。申请费800元(在线缴纳);医疗保险800-1500元/年(所有留学生必须在校购买);住宿9600-28000元/年;另体检约500元、居留许可400元/年、教材至少500元/年。本科学制四至六年(临床医学中文授课5年、英文授课MBBS6年,口腔医学、预防医学5年)。
